ID,CHK_ACCT,DURATION,HISTORY,NEW_CAR,USED_CAR,FURNITURE,RADIO_TV,EDUCATION,RETRAINING,AMOUNT,SAV_ACCT,EMPLOYMENT,INSTALL_RATE,MALE_DIV,MALE_SINGLE,MALE_MAR_or_WID,CO_APPLICANT,GUARANTOR,PRESENT_RESIDENT,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,JOB,NUM_DEPENDENTS,TELEPHONE,FOREIGN,RESPONSE
208,3,13,4,1,0,1,0,0,0,797,0,1,3,1,0,0,0,0,2,0,0,22,0,0,1,1,2,1,0,0,1
209,3,49,4,0,1,0,0,0,0,5595,0,2,3,0,1,0,0,0,1,0,0,23,1,0,1,1,2,1,1,0,1
210,2,24,4,0,0,0,0,0,0,1146,0,3,3,0,1,0,0,0,4,0,1,31,0,1,0,3,1,1,1,0,1
211,2,22,2,1,1,0,0,0,0,1605,2,3,1,0,1,0,0,0,2,0,0,31,0,0,0,2,3,2,0,0,1
212,3,4,2,1,0,0,0,0,0,3149,4,2,3,0,0,0,0,0,4,0,0,30,0,0,1,1,2,1,0,0,0
213,2,23,4,0,1,1,0,0,0,3993,1,3,2,0,1,0,0,0,4,0,1,74,1,0,1,1,3,1,0,0,1
214,1,7,4,0,0,1,1,0,0,3284,0,0,1,0,1,0,0,0,2,0,0,30,1,0,1,1,2,1,0,0,1
215,3,13,0,0,0,0,0,0,0,2353,1,3,3,0,0,0,0,0,1,0,0,26,1,0,1,1,2,1,0,0,0
216,0,18,1,1,0,0,0,0,0,7403,0,3,2,0,1,0,0,0,4,0,0,36,0,0,0,1,2,1,0,0,1
217,3,11,2,0,0,0,0,0,0,1443,0,2,1,0,0,0,0,0,3,1,0,33,0,1,1,1,1,1,0,0,1
218,3,11,2,0,0,0,0,0,0,3771,0,2,3,0,1,0,0,0,4,0,0,33,0,0,0,1,2,1,1,0,0
219,3,10,4,0,0,0,0,0,1,1063,2,3,3,0,1,0,0,0,3,0,0,43,0,0,1,1,2,1,0,0,1
220,3,36,3,0,0,0,0,0,0,6904,0,0,3,0,1,0,0,0,2,0,1,33,0,0,1,1,2,2,0,0,0
221,1,10,2,0,0,0,1,0,0,1570,3,2,4,0,1,0,0,0,4,1,0,46,0,0,1,1,1,1,0,0,1
222,0,17,2,0,0,0,1,0,0,9999999,0,3,3,0,1,1,0,0,1,0,0,29,1,1,1,2,1,1,0,0,0
223,3,9,2,1,0,0,0,0,0,1365,0,3,3,0,1,0,0,0,2,1,0,33,0,0,1,1,1,2,0,1,0
224,1,19,2,0,0,0,0,0,0,698,0,2,3,0,1,0,0,0,3,1,0,68,0,0,1,1,3,1,0,0,1
225,3,11,2,0,0,0,0,0,0,1192,3,1,2,0,1,0,0,0,4,0,0,26,0,0,1,1,2,2,0,0,0
226,1,7,2,1,0,0,0,0,0,2392,0,2,2,0,0,0,0,0,4,1,0,32,0,0,1,1,1,1,0,0,1
227,1,22,3,0,0,0,0,0,0,2851,4,0,2,0,1,0,0,0,4,0,0,74,0,0,0,1,3,1,1,0,0
228,1,17,4,1,0,0,1,0,0,2524,4,2,3,0,0,0,0,0,1,0,0,39,0,0,1,1,3,1,1,0,0
229,1,46,2,0,0,0,0,1,0,2209,1,2,2,0,1,0,0,0,2,0,1,41,0,0,0,1,0,2,1,0,1
230,3,10,2,0,1,0,0,0,0,9580,4,4,1,0,0,0,0,0,4,0,1,40,0,1,0,1,3,2,1,0,1
231,0,25,2,0,0,0,0,0,0,2723,0,4,2,1,1,0,0,1,2,0,0,31,0,0,1,1,2,1,1,0,1
232,3,17,4,0,0,0,0,0,0,839,0,4,2,0,1,0,0,0,4,0,0,49,0,0,1,1,2,2,0,0,0
233,3,10,2,0,0,0,1,0,0,447,3,4,3,0,1,0,0,0,4,1,0,26,0,0,1,2,1,1,0,0,1
234,3,34,3,0,0,0,0,0,0,5700,0,3,2,0,1,0,0,0,3,0,0,54,0,0,1,1,2,1,1,0,1
235,0,11,2,0,0,0,0,0,0,2855,0,3,0,0,0,0,0,0,4,0,1,43,0,1,0,1,1,2,0,0,0
236,0,6,2,0,0,0,0,0,0,1285,0,2,3,0,0,0,0,0,1,1,0,27,0,0,1,1,2,1,0,0,1
237,3,8,2,1,0,0,1,0,0,1444,2,2,3,0,0,1,0,0,4,0,1,51,0,0,1,1,2,1,0,0,1
238,1,10,2,0,0,1,0,0,1,6643,0,2,2,0,0,0,0,0,4,1,0,38,0,,1,1,2,1,1,0,0
239,1,1,4,0,0,0,1,0,0,1315,0,1,3,0,1,0,0,0,4,0,0,53,0,0,1,1,3,1,1,0,0
240,1,41,2,0,0,0,0,1,0,1052,2,2,3,0,1,0,0,0,4,1,0,42,0,0,1,1,2,1,1,0,1
241,2,25,2,1,0,0,0,0,0,1313,0,1,2,1,0,0,0,1,1,1,0,18,0,0,1,1,1,1,0,0,1
242,0,17,2,1,0,1,0,0,1,3063,4,4,3,0,0,0,0,0,2,0,0,25,0,0,1,1,2,1,0,0,1
243,3,39,3,0,0,1,0,0,0,4364,4,0,1,0,0,0,0,0,4,0,1,54,0,0,0,1,2,1,0,0,1
244,0,10,2,1,0,1,0,0,0,842,0,1,3,0,1,0,0,0,2,1,1,72,0,0,1,1,0,2,0,0,1
245,3,42,2,0,0,0,1,0,0,3633,0,4,3,0,1,0,0,0,4,0,0,33,1,,0,2,2,2,1,0,0
246,3,23,3,0,1,1,0,0,0,5761,4,4,2,0,1,0,0,0,4,0,1,71,0,0,1,1,2,2,1,0,0
247,3,20,2,0,0,0,0,0,0,540,0,2,2,0,1,0,0,0,3,1,0,37,0,0,0,1,2,1,0,0,0
248,0,34,4,0,1,0,0,0,1,11268,0,4,1,0,1,0,0,0,4,0,1,59,1,0,0,1,2,1,1,0,1
249,0,9,2,0,0,0,0,0,0,2113,2,2,3,0,1,0,0,0,3,0,0,27,0,0,1,1,1,2,0,0,1
250,0,9,2,0,0,0,0,0,0,645,0,2,1,0,1,0,0,0,3,1,0,27,0,1,0,1,1,1,0,0,1
251,1,38,1,1,0,0,0,0,0,2855,0,3,3,0,1,0,0,0,1,0,0,46,0,0,1,1,3,1,0,0,0
252,1,24,2,1,0,0,0,0,0,18779,0,0,2,0,1,0,0,0,4,0,0,50,0,0,1,1,3,1,1,0,1
253,3,31,2,1,1,0,0,0,0,2337,0,2,3,0,1,0,0,0,4,0,1,32,1,0,0,1,2,1,0,0,1
254,0,10,2,0,0,0,0,0,0,3493,1,2,2,0,0,0,0,0,1,0,0,42,0,0,1,1,3,1,0,0,1
255,3,23,2,0,0,0,1,0,0,2888,1,2,3,0,1,0,0,0,2,0,0,61,0,0,1,1,2,1,1,0,0
256,1,30,3,0,0,0,0,0,0,8496,0,3,3,0,1,0,0,0,2,0,0,52,0,0,1,1,3,1,1,0,0
257,3,7,2,1,0,1,0,0,0,1273,3,1,1,0,0,1,0,0,1,1,0,22,0,0,0,1,2,1,0,0,0
258,3,11,2,0,0,0,1,0,0,1634,0,2,3,0,0,0,0,0,2,1,0,40,1,0,1,1,2,1,0,0,1
259,3,9,2,1,0,0,0,0,0,814,1,2,3,0,0,0,0,0,1,0,0,27,0,0,1,1,2,2,0,0,1
260,3,9,4,0,0,0,0,0,0,6525,4,4,3,0,1,0,0,0,4,0,1,56,0,0,0,1,3,1,1,0,0
261,3,36,4,1,1,0,0,0,0,3406,4,4,3,0,1,0,0,1,4,1,0,64,1,0,0,2,1,1,1,0,1
262,1,20,2,0,0,0,0,0,0,11145,0,1,1,0,0,0,0,0,4,0,0,24,0,0,0,1,2,1,1,0,1
263,3,8,2,0,0,0,0,0,0,2387,0,2,1,0,0,1,0,0,3,0,0,61,0,0,1,1,1,1,1,0,0
264,3,23,2,0,0,0,0,0,0,2536,1,2,3,0,0,0,0,1,1,1,0,34,0,0,1,1,1,1,0,0,1
265,1,41,3,0,0,0,1,0,0,9999999,0,2,3,0,0,0,0,0,1,1,0,26,0,0,1,1,2,1,1,0,0
266,1,6,4,1,0,0,0,0,1,725,4,2,3,0,1,0,0,0,4,0,0,49,0,0,1,1,2,1,0,0,1
267,1,17,3,0,0,0,0,0,0,2058,3,0,1,0,1,0,0,0,4,0,1,32,0,0,0,2,3,1,1,0,0
268,1,12,2,0,0,1,1,0,0,2642,0,1,2,0,1,0,0,0,2,0,0,28,0,0,1,1,2,1,0,1,1
269,0,23,2,0,0,0,0,0,0,1202,0,4,3,0,1,0,0,0,2,1,0,48,0,0,1,1,2,1,1,0,0
270,0,23,3,0,0,1,0,0,0,1040,2,4,3,0,1,0,0,1,2,1,0,24,1,0,1,1,2,1,1,0,1
271,2,32,4,1,0,1,1,0,0,1974,0,0,1,0,0,0,0,0,4,1,0,39,0,0,1,1,2,1,1,1,1
272,2,16,3,0,0,0,0,0,0,11717,4,0,1,1,1,0,0,0,4,0,0,34,0,1,0,1,1,1,0,0,0
273,1,13,1,0,0,0,1,0,0,4309,0,1,3,0,1,0,0,0,4,0,0,23,1,1,0,1,2,1,1,0,1
274,0,24,2,1,0,0,0,0,0,10282,0,3,3,0,1,0,0,0,4,0,0,35,0,0,0,1,3,1,0,0,0
275,0,16,2,1,0,0,1,0,0,1023,1,2,1,0,0,0,0,0,1,0,0,27,0,0,1,1,2,1,0,0,1
276,1,7,2,0,0,0,1,0,0,865,0,2,4,0,1,0,0,0,2,1,0,38,0,0,1,2,2,1,0,0,1
277,1,33,1,0,0,0,1,0,0,6780,0,3,3,0,1,0,1,0,2,0,0,40,1,0,1,1,3,1,1,0,1
278,3,23,2,0,0,1,0,0,0,2875,0,2,1,0,0,0,0,0,2,0,0,26,0,1,0,1,2,1,0,0,1
279,3,45,2,0,1,0,0,0,0,8809,4,1,3,0,1,0,0,0,3,0,0,26,1,0,0,1,2,1,0,0,0
280,3,24,2,0,0,1,1,0,0,4952,4,4,2,0,1,0,0,0,2,0,1,31,1,0,0,1,3,1,1,0,1
281,3,33,3,1,0,0,0,1,0,10545,0,0,3,0,1,0,0,0,4,0,0,36,1,0,1,1,3,1,1,0,1
282,3,5,4,1,0,0,0,0,0,9999999,0,2,1,0,0,1,0,0,4,1,0,27,0,1,0,2,2,1,0,0,1
283,1,52,2,0,0,0,0,0,0,5410,4,4,2,0,1,0,0,0,2,0,0,28,1,0,1,1,1,1,1,0,0
284,3,15,4,0,0,1,0,0,0,2089,0,4,2,0,1,0,0,0,3,1,0,36,0,0,0,2,2,2,1,0,1
285,3,24,3,0,0,0,0,0,1,2547,0,2,1,0,1,0,0,0,4,0,0,51,1,0,1,1,2,1,0,0,1
286,3,46,2,0,0,0,0,0,0,5595,2,2,2,0,1,0,0,0,4,1,0,25,0,0,1,1,2,1,0,0,1
287,3,38,4,0,0,0,1,0,0,1312,0,3,4,0,1,0,0,0,4,0,0,55,0,0,1,1,2,1,1,0,0
288,3,8,4,0,0,0,0,0,0,2619,0,2,3,0,1,0,0,0,4,0,0,32,1,0,1,1,2,1,1,0,1
289,3,14,1,0,0,1,0,0,0,2358,1,1,1,0,0,0,0,0,3,1,0,21,0,1,0,1,1,1,0,0,1
290,0,40,1,0,1,0,0,0,0,12601,2,0,4,0,1,0,0,0,2,0,1,40,0,1,0,1,3,1,1,0,0
291,2,6,3,1,0,0,0,0,0,1605,0,4,3,0,1,0,0,0,4,0,1,25,0,0,1,1,2,2,1,0,1
292,3,17,2,0,0,0,0,0,0,947,3,1,2,0,0,0,0,0,2,1,0,48,1,0,1,1,1,1,0,1,1
293,0,20,2,0,0,0,0,0,0,1176,0,1,3,0,1,0,0,0,4,1,0,53,0,0,1,2,2,1,0,0,1
294,1,45,2,0,1,0,1,0,0,7266,0,1,2,0,1,0,0,0,2,1,0,44,1,0,1,1,3,1,1,0,1
295,3,7,2,0,0,1,0,0,0,235,1,1,3,0,0,0,0,0,3,1,0,22,0,0,1,1,1,1,0,0,1
296,3,22,4,0,0,1,0,0,0,7012,0,2,3,0,1,0,0,0,1,1,0,42,0,0,1,2,1,1,0,0,1
297,1,22,2,0,0,0,1,1,0,490,4,4,4,0,1,0,0,0,2,0,0,22,0,0,1,1,2,1,0,0,1
298,2,3,2,0,0,1,0,0,0,6409,1,1,1,0,0,1,0,0,1,0,0,23,0,0,0,1,2,1,0,0,1
299,2,15,2,0,1,0,0,0,0,6234,2,1,0,0,1,0,0,0,2,0,0,22,0,0,1,1,3,1,0,0,1
300,1,37,2,1,1,0,1,0,0,6649,0,4,2,1,1,0,0,0,3,0,0,38,0,0,0,1,2,1,0,0,0
301,1,10,4,0,0,0,0,0,0,1563,0,4,2,1,1,0,0,0,1,1,0,23,1,0,1,1,1,1,0,0,1
302,3,48,3,0,0,0,0,0,0,9994,4,4,2,0,1,0,0,0,4,0,1,61,0,0,0,1,2,1,1,0,1
303,1,7,2,0,0,1,0,1,0,1876,0,2,1,0,0,1,0,0,3,0,0,23,0,0,1,1,2,1,1,0,0
304,3,10,4,0,0,0,0,0,0,2383,0,0,2,0,1,0,0,0,4,0,1,28,0,0,1,1,2,1,1,0,1
305,0,1,4,1,0,0,0,0,0,1646,0,3,2,0,1,0,0,0,1,0,0,68,0,0,1,1,1,1,0,0,1
306,0,9,2,0,0,0,0,0,0,2270,0,2,0,0,0,0,0,0,4,0,0,23,0,1,0,1,1,1,0,0,0
307,0,6,4,1,0,1,0,0,0,1189,0,1,0,0,0,0,0,0,3,1,0,22,0,1,0,1,2,1,1,0,0
308,1,34,2,0,1,0,0,0,0,94,4,3,3,0,0,0,0,0,2,0,0,39,0,0,1,1,,1,0,0,1
309,1,39,2,0,0,0,0,0,0,6181,0,1,1,0,1,0,0,0,2,0,0,26,0,0,1,1,3,1,1,0,1
310,0,23,2,0,0,1,0,0,1,3075,4,3,3,0,1,0,0,0,2,0,0,28,0,0,1,1,2,1,1,0,1
311,1,30,2,0,0,0,0,0,0,9999999,0,0,1,0,0,0,0,1,1,0,0,43,0,0,1,1,1,2,0,0,1
312,3,12,2,0,0,0,0,0,0,1663,0,1,1,0,0,1,0,0,3,0,0,26,0,1,0,1,2,1,0,0,0
313,1,2,2,1,0,0,1,0,0,1364,0,1,2,0,0,1,0,0,2,1,0,40,0,0,1,1,2,1,0,0,1
314,1,42,2,0,0,0,0,0,0,1654,4,1,2,0,1,0,0,0,1,1,0,42,0,0,1,1,1,1,1,0,1
315,3,24,2,0,0,0,1,0,0,1350,4,1,3,0,0,0,0,0,4,0,1,41,0,0,1,1,2,1,1,0,1
316,0,16,2,0,1,0,0,0,0,6969,0,3,3,0,1,0,0,0,4,0,0,29,1,0,1,1,3,1,1,0,1
317,1,5,2,0,0,0,0,0,0,2494,1,4,2,0,1,0,0,0,4,1,0,42,0,0,1,1,2,1,0,0,1
318,3,10,4,0,0,0,1,0,0,1393,4,4,2,0,1,0,0,0,2,1,0,38,0,0,1,1,2,1,0,0,1
319,0,37,4,1,0,0,0,0,0,3953,1,3,2,0,1,0,0,0,2,0,1,49,0,0,0,1,2,1,0,0,0
320,1,45,2,0,1,0,0,0,1,13418,0,2,1,0,1,0,0,0,4,0,1,22,0,1,0,1,3,1,1,0,1
321,3,16,2,0,0,0,0,0,1,2658,0,2,2,0,0,1,0,0,1,0,0,70,1,0,1,1,2,1,0,0,1
322,3,7,4,1,0,0,0,0,0,717,4,4,4,0,1,0,0,0,4,0,0,66,0,0,1,1,2,2,1,0,1
323,3,19,2,0,1,0,1,1,0,1089,1,1,3,0,1,0,0,0,4,0,0,24,0,0,1,1,2,1,1,0,1
324,2,23,2,1,0,1,0,0,0,5080,0,2,3,1,1,0,0,0,1,1,1,34,0,0,1,1,1,2,1,0,1
325,0,11,2,1,0,0,1,0,0,183,0,2,4,0,0,1,0,1,1,1,0,28,0,0,1,1,2,1,0,0,1
326,2,10,4,0,0,0,0,0,0,1501,4,2,3,0,0,0,0,0,2,0,0,33,0,0,1,1,3,1,1,0,1
327,0,13,2,0,0,0,1,0,0,1917,0,2,1,0,0,0,0,0,1,1,0,22,0,,1,1,2,2,0,0,0
328,0,26,0,1,0,0,0,0,0,6171,4,3,4,0,1,0,0,0,3,0,1,69,0,0,1,2,1,1,0,0,1
329,0,24,2,0,0,0,0,0,0,4225,0,4,3,0,1,0,0,0,4,0,0,30,0,0,1,1,2,1,0,0,1
330,0,12,4,0,0,1,1,1,0,2460,0,1,4,0,1,0,0,0,4,0,0,33,1,0,1,1,2,1,0,0,1
331,1,56,2,0,0,0,0,0,0,2799,0,4,3,0,1,0,1,0,4,0,1,20,0,1,1,1,3,1,0,0,1
332,1,62,2,0,0,0,0,0,0,678,0,2,1,0,0,0,1,0,1,0,0,24,0,0,1,1,1,1,0,0,0
333,3,27,4,1,0,1,0,0,0,7357,4,1,2,0,1,0,0,0,4,0,0,47,1,1,0,1,3,1,0,0,0
334,0,23,4,1,0,0,0,0,0,1796,0,3,2,0,1,0,0,1,4,0,1,31,1,1,0,1,1,2,1,0,0
335,3,17,4,0,0,0,1,0,0,9999999,0,4,3,0,1,0,0,0,4,0,0,41,0,0,1,1,2,1,1,0,1
336,0,11,4,0,1,0,1,1,0,1769,2,1,3,0,1,0,0,0,2,0,0,37,0,0,1,1,1,1,0,0,0
337,3,14,4,1,0,0,0,0,0,9771,0,2,1,0,1,0,0,0,2,0,0,64,0,0,1,1,2,2,1,0,1
338,3,7,2,1,0,0,0,1,0,3854,2,4,3,0,1,0,0,0,2,0,0,26,0,0,1,2,1,1,1,0,1
339,2,22,2,0,0,0,0,0,0,-156,1,2,4,0,0,0,0,1,4,1,0,23,0,0,1,1,2,1,0,0,1
340,0,20,2,0,0,1,0,0,0,557,0,3,3,1,1,0,0,0,4,0,0,34,0,0,1,1,3,1,0,0,1
341,3,23,2,0,1,0,0,0,0,2122,0,2,2,0,0,0,0,0,2,1,0,30,0,0,1,1,2,1,1,0,1
342,3,7,3,0,0,0,0,0,0,2338,0,2,3,0,1,1,0,0,4,1,0,63,0,0,1,1,2,1,1,0,1
343,0,19,2,0,0,1,0,0,0,3611,0,2,1,0,0,0,0,0,3,0,0,26,0,1,0,1,2,1,1,0,1
344,1,35,4,0,0,1,0,0,1,5878,0,0,2,0,1,0,1,0,2,0,0,52,0,0,0,1,2,1,1,0,1
345,3,21,2,0,0,0,0,0,0,1888,0,2,4,0,1,0,0,0,4,1,0,52,0,0,1,1,2,1,1,0,1
346,3,29,2,0,0,1,0,0,1,2820,0,2,3,0,1,0,0,0,4,1,0,27,0,0,1,1,1,2,0,0,0
347,0,21,4,0,1,1,0,0,0,2991,4,0,2,0,1,0,0,0,4,0,1,32,0,0,1,1,2,1,1,0,1
348,3,23,2,1,1,1,0,0,0,7194,0,2,3,0,1,0,0,0,4,0,0,31,0,0,1,1,2,1,0,0,0
349,0,47,1,0,1,0,0,0,1,6952,4,4,3,0,0,0,0,0,4,0,1,30,0,1,0,1,3,1,1,0,1
350,3,23,4,0,0,0,1,0,0,533,0,1,3,0,1,0,0,1,2,1,0,33,0,0,1,1,1,1,1,0,1
351,0,20,1,0,0,1,0,0,0,1026,0,0,0,0,0,0,0,0,2,0,0,20,0,1,1,1,3,1,0,0,0
352,0,20,2,0,0,1,0,0,0,3002,0,4,2,0,1,0,0,0,2,0,0,35,1,0,0,1,1,1,0,0,0
353,3,44,1,0,1,1,0,0,0,2770,0,1,4,0,1,0,0,0,2,0,0,50,1,1,0,2,3,1,1,0,0
354,2,36,2,0,0,0,1,0,1,9999999,4,0,3,0,0,0,1,0,3,0,0,33,0,0,1,1,3,1,0,0,0
355,2,24,4,0,0,0,0,0,0,1551,0,4,3,0,0,0,0,0,3,1,0,20,0,0,1,1,1,2,1,1,1
356,2,12,2,1,0,0,0,0,0,1178,4,4,2,0,0,0,0,0,2,1,0,33,0,0,1,2,2,1,0,0,1
357,0,28,2,0,0,1,0,0,0,7518,0,0,2,0,0,0,0,0,1,0,0,62,0,0,1,1,2,1,1,0,0
358,3,25,4,1,0,0,0,0,0,8609,4,4,3,0,1,0,0,0,4,0,1,64,0,0,1,1,2,2,1,0,1
359,3,10,2,1,0,0,0,0,0,2448,4,2,3,0,1,1,0,0,4,1,0,33,0,0,1,1,2,1,1,0,1
360,3,10,2,0,0,0,1,0,0,1168,0,3,4,0,1,0,0,0,4,0,1,32,0,0,0,1,0,2,0,0,0
361,3,40,4,0,1,0,0,0,0,1038,0,4,4,0,1,0,0,0,2,0,0,41,0,0,1,1,2,2,0,0,1
362,0,8,2,1,0,1,0,0,0,1095,3,1,3,0,1,0,0,0,4,1,0,47,1,0,0,1,1,1,0,0,0
363,0,4,2,0,0,0,0,0,0,497,0,4,4,0,0,0,0,0,4,0,0,43,0,1,0,1,1,1,0,0,0
364,1,24,4,0,0,0,0,0,0,13364,0,4,2,0,1,0,0,0,3,0,1,58,0,0,1,2,3,1,1,0,1
365,0,21,2,0,0,1,0,0,0,3390,0,1,3,0,1,0,0,0,1,0,0,48,0,0,0,1,1,2,0,0,1
366,1,23,4,0,0,0,0,0,0,975,4,4,3,0,0,0,0,0,1,0,0,35,1,0,1,1,2,1,0,0,1
367,2,10,4,0,0,0,0,0,0,2122,0,2,2,0,1,0,0,0,4,0,1,64,0,0,0,1,0,2,1,0,1
368,1,15,2,0,0,0,0,0,0,1682,0,3,0,0,0,0,0,0,4,0,0,21,0,1,1,1,2,1,1,1,1
369,3,32,2,0,0,1,0,0,0,1039,0,2,3,0,0,0,0,0,1,0,0,36,1,1,0,1,2,1,0,0,0
370,1,23,2,0,0,1,0,0,0,497,4,2,3,0,0,1,1,0,1,0,0,57,0,0,1,1,2,1,0,0,1
371,3,23,4,0,1,0,1,0,0,1383,4,0,3,0,1,0,1,0,2,0,0,34,1,0,1,1,3,2,0,0,1
372,1,13,4,0,1,0,0,0,0,1385,4,1,3,0,1,0,0,0,1,0,0,31,0,0,1,1,2,1,0,0,1
373,3,36,4,0,1,0,0,0,0,15636,4,3,3,0,1,0,0,0,4,0,0,34,0,1,0,1,2,1,0,0,1
374,3,26,1,0,0,0,0,0,0,2984,0,2,3,0,1,0,0,0,4,0,0,31,0,1,1,1,,1,0,0,1
375,3,14,2,0,0,0,1,0,0,7493,4,4,2,0,0,0,0,0,4,0,0,19,0,0,1,2,2,1,0,0,0
376,3,43,2,0,0,0,1,0,0,2792,0,4,3,0,1,0,0,0,4,0,0,42,0,0,1,1,2,1,1,0,1
377,3,20,2,0,1,0,0,0,0,14800,0,4,2,0,1,0,0,0,4,0,1,38,1,0,1,1,2,2,1,0,1
378,3,14,3,0,0,1,0,0,0,2068,2,4,2,0,0,0,0,0,4,1,0,36,0,1,1,1,2,1,0,0,1
379,1,23,0,0,0,0,0,0,0,4557,0,2,1,0,1,0,0,0,4,1,0,41,0,0,1,1,2,1,0,0,1
380,0,5,2,0,0,1,0,0,0,1329,2,4,2,0,1,1,0,0,4,0,0,35,0,1,0,1,2,1,0,0,0
381,1,9,2,0,0,0,1,0,0,1582,0,3,2,0,1,0,1,0,1,0,0,999,0,0,1,1,2,1,0,0,1
382,3,41,3,0,0,0,0,0,0,4407,4,4,2,0,1,0,0,0,4,0,0,28,0,0,1,3,2,2,0,0,1
383,3,11,2,1,0,0,0,0,0,595,0,1,3,0,0,1,0,0,1,1,0,25,0,1,1,1,2,1,0,0,1
384,3,24,4,0,0,1,0,1,0,3671,0,3,2,0,1,0,0,0,4,0,0,24,1,1,0,1,3,1,0,0,1
385,3,9,2,1,0,0,0,0,0,766,2,2,1,0,0,0,0,0,2,1,0,40,0,1,0,1,2,1,0,1,1
386,3,10,4,0,0,0,0,0,0,1769,4,1,3,0,1,0,0,0,1,1,0,32,0,0,1,1,,1,0,0,0
387,1,11,2,1,0,1,0,0,0,-357,0,2,0,0,1,1,0,0,3,1,0,22,0,0,1,1,1,1,0,0,0
388,3,23,2,0,0,0,0,0,0,1911,2,2,2,0,1,0,0,1,2,1,0,24,0,0,1,1,2,1,0,0,1
389,1,33,2,0,1,1,0,0,0,5327,0,2,3,0,1,0,0,0,4,0,0,60,0,0,1,1,2,1,1,0,1
390,2,4,4,1,0,0,0,0,0,993,0,2,0,0,1,0,0,0,2,1,0,32,0,0,1,1,2,1,0,0,1
391,3,7,2,0,0,0,0,0,1,2534,1,2,0,0,0,0,0,0,2,1,0,25,0,1,0,1,2,1,1,0,1
392,0,25,3,0,0,0,0,1,0,3677,0,2,2,0,0,0,0,0,4,0,1,26,0,1,0,1,3,1,0,0,1
393,1,21,4,0,0,0,0,0,0,9339,0,0,3,0,1,0,1,0,3,0,1,66,1,0,1,1,3,1,1,0,1
394,0,49,2,0,1,0,0,0,0,5453,0,3,1,0,1,0,0,0,2,0,0,39,0,0,0,1,2,1,0,0,0
395,3,9,4,0,0,0,1,0,0,3954,2,2,0,0,0,0,0,0,4,0,0,51,0,0,1,1,1,1,0,0,0
396,1,25,2,0,0,0,0,0,0,14324,0,3,2,0,1,0,0,0,4,0,0,47,1,0,1,1,3,1,1,0,1
397,0,16,2,0,0,0,0,0,0,1721,0,1,1,0,0,0,0,1,2,1,0,23,0,1,0,1,2,1,0,0,1
398,3,13,4,0,0,0,1,0,0,1272,0,2,3,0,0,0,0,0,4,0,0,39,0,0,1,1,2,1,0,0,1
399,3,8,4,0,0,0,0,0,0,1129,0,2,1,0,1,0,0,0,1,1,0,52,0,0,1,2,2,1,0,1,1
400,3,35,4,0,0,0,1,0,0,357,0,2,3,0,1,0,0,0,2,1,0,41,1,0,1,2,2,2,1,0,1
401,2,22,3,0,0,0,1,0,1,2440,0,2,2,0,1,0,0,0,4,0,0,56,0,0,0,1,2,2,0,0,0
402,3,24,2,1,0,1,0,0,0,2926,1,2,1,0,0,0,0,0,2,0,0,23,0,0,1,1,3,1,1,0,1
403,3,18,4,1,0,0,0,0,0,3049,3,2,2,0,1,0,0,0,4,0,0,39,0,0,1,1,3,1,1,0,1
404,0,10,4,1,0,0,0,0,0,3121,0,0,3,0,1,0,0,0,4,0,1,49,0,0,0,1,0,1,1,0,1
405,2,8,2,0,0,0,0,0,0,2598,0,4,2,0,0,0,0,0,2,1,0,49,0,0,1,1,3,1,0,0,1
406,0,13,2,0,0,0,0,0,0,1523,4,2,4,0,0,0,0,0,4,1,0,24,1,0,1,1,2,2,1,0,1
407,2,6,4,0,1,0,0,0,0,1432,4,2,3,0,0,0,0,0,4,0,0,71,0,0,1,1,3,1,1,0,1
408,1,28,2,0,1,0,1,0,0,4008,0,1,2,0,1,0,0,0,2,0,0,23,0,1,0,1,1,1,0,0,0
409,0,8,2,0,0,0,1,0,0,5549,0,2,1,0,0,0,0,0,2,0,0,25,0,1,0,1,1,1,0,1,1
410,2,1,2,1,0,1,0,0,0,1737,3,2,4,0,0,0,0,0,2,1,0,26,0,0,1,1,2,1,0,0,1
411,3,23,4,0,0,0,0,0,0,1920,0,1,3,0,1,0,0,0,2,0,0,23,0,0,1,1,2,2,0,0,0
412,0,17,2,0,0,1,0,0,0,3623,0,1,3,0,0,0,0,0,1,0,0,23,0,0,1,1,2,1,0,0,0
413,2,11,2,0,0,0,0,0,0,405,0,2,3,0,0,0,0,0,3,1,0,48,0,0,1,2,2,1,0,0,0
414,0,13,1,0,0,0,1,0,0,2787,2,2,3,0,0,0,0,0,4,1,1,39,0,0,1,1,,1,1,0,1
415,1,8,2,0,0,0,0,0,0,3702,4,2,1,0,1,0,0,0,4,0,0,42,0,0,1,1,2,1,1,0,1
416,3,10,3,0,0,0,0,0,0,2600,0,4,2,0,1,0,0,0,2,0,0,48,0,0,1,3,1,1,1,0,1
417,1,41,4,1,0,0,0,0,1,2344,0,3,1,0,1,0,0,0,3,0,0,30,0,0,1,1,3,1,1,0,1
418,2,16,2,1,0,1,1,0,0,2456,3,2,0,0,1,0,0,0,2,0,0,21,0,0,1,1,2,1,0,0,1
